Drug,Drug_Name,label
DB09089,Trimebutine,0
DB09090,Pinaverium,0
DB09091,Tixocortol,0
DB09092,Xanthinol,0
DB09093,Chlortetracycline,0
DB09094,Podophyllin,0
DB09095,Difluocortolone,0
DB09096,Benzoyl peroxide,0
DB09097,Quinagolide,0
DB09098,Somatrem,0
DB09099,Somatostatin,0
DB09100,"Thyroid, porcine",0
DB09101,Elvitegravir,0
DB09102,Daclatasvir,0
DB09103,Ancestim,0
DB09104,Magnesium hydroxide,0
DB09105,Asfotase alfa,0
DB09106,Hydroxyethyl Starch,0
DB09107,Methoxy polyethylene glycol-epoetin beta,0
DB09108,Simoctocog alfa,0
DB09109,Turoctocog alfa,0
DB09110,Coenzyme M,0
DB09111,Pentastarch,0
DB09112,Nitrous acid,0
DB09113,Poractant alfa,0
DB09114,Colfosceril palmitate,0
DB09115,Diiodohydroxyquinoline,0
DB09116,Calcium carbimide,0
DB09117,Paraldehyde,0
DB09118,Stiripentol,0
DB09119,Eslicarbazepine acetate,0
DB09120,Zucapsaicin,0
DB09121,Aurothioglucose,0
DB09122,Peginterferon beta-1a,0
DB09123,Dienogest,0
DB09124,Medrogestone,0
DB09125,Potassium citrate,0
DB09126,Chorionic Gonadotropin (Human),0
DB09128,Brexpiprazole,0
DB09129,Chromic chloride,0
DB09130,Copper,0
DB09131,Cupric Chloride,0
DB09132,Gadoteric acid,0
DB09133,Iothalamic acid,0
DB09134,Ioversol,0
DB09135,Ioxilan,0
DB09136,Isosulfan blue,0
DB09137,Technetium Tc-99m mebrofenin,0
DB09138,Technetium Tc-99m medronate,0
DB09139,Technetium Tc-99m oxidronate,0
DB09140,Oxygen,0
DB09141,Protamine sulfate,0
DB09142,Sincalide,0
DB09143,Sonidegib,0
DB09144,Uridine triacetate,0
DB09145,Water,0
DB09146,Iron sucrose,0
DB09148,Florbetaben (18F),0
DB09149,Florbetapir (18F),0
DB09151,Flutemetamol (18F),0
DB09152,Nitrogen,0
DB09153,Sodium chloride,0
DB09154,Sodium citrate,0
DB09155,Helium,0
DB09156,Iopromide,0
DB09157,Carbon dioxide,0
DB09158,Trypan blue free acid,0
DB09160,Technetium Tc-99m tetrofosmin,0
DB09161,Technetium Tc-99m sestamibi,0
DB09163,Technetium Tc-99m exametazime,0
DB09164,Technetium Tc-99m disofenin,0
DB09165,Technetium Tc-99m pyrophosphate,0
DB09167,Dosulepin,0
DB09183,Dasabuvir,0
DB09185,Viloxazine,0
DB09195,Lorpiprazole,0
DB09205,Moxisylyte,0
DB09208,Pegloticase,0
DB09209,Pholcodine,0
DB09210,Piracetam,0
DB09212,Loxoprofen,0
DB09213,Dexibuprofen,0
DB09214,Dexketoprofen,0
DB09216,Tolfenamic acid,0
DB09219,Bisoxatin,0
DB09220,Nicorandil,0
DB09222,Fibrinogen human,0
DB09225,Zotepine,0
DB09228,Conestat alfa,0
DB09236,Lacidipine,0
DB09237,Levamlodipine,0
DB09238,Manidipine,0
DB09241,Methylene blue,0
DB09242,Moxonidine,0
DB09255,Dextran,0
DB09256,Tegafur,0
DB09257,Gimeracil,0
DB09258,Bemiparin,0
DB09259,Reviparin,0
DB09260,Parnaparin,0
DB09261,Certoparin,0
DB09263,Patiromer,0
DB09264,Idarucizumab,0
DB09265,Lixisenatide,0
DB09266,Technetium Tc-99m tilmanocept,0
DB09267,Strontium ranelate,0
DB09268,Picosulfuric acid,0
DB09269,Phenylacetic acid,0
DB09270,Ubidecarenone,0
DB09272,Eluxadoline,0
DB09274,Artesunate,0
DB09275,Bismuth subcitrate potassium,0
DB09276,Sodium aurothiomalate,0
DB09277,Choline C 11,0
DB09278,Activated charcoal,0
DB09280,Lumacaftor,0
DB09281,Magnesium trisilicate,0
DB09282,Molsidomine,0
DB09287,Polyethylene glycol,0
DB09291,Rolapitant,0
DB09292,Sacubitril,0
DB09293,Iodide I-131,0
DB09296,Ombitasvir,0
DB09297,Paritaprevir,0
DB09299,Tenofovir alafenamide,0
DB09300,Butylscopolamine,0
DB09301,Chondroitin sulfate,0
DB09302,Alirocumab,0
DB09303,Evolocumab,0
DB09310,Catridecacog,0
DB09312,Antilymphocyte immunoglobulin (horse),0
DB09313,Ioxaglic acid,0
DB09314,Technetium Tc-99m pertechnetate,0
DB09315,Xenon-133,0
DB09316,Thallous Chloride,0
DB09317,"Synthetic Conjugated Estrogens, A",0
DB09318,"Synthetic Conjugated Estrogens, B",0
DB09319,Carindacillin,0
DB09320,Procaine benzylpenicillin,0
DB09321,Zinc oxide,0
DB09322,Zinc sulfate,0
DB09324,Sulbactam,0
DB09325,Sodium fluoride,0
DB09326,Ammonia N-13,0
DB09327,Tegafur-uracil,0
DB09328,Vayarin,0
DB09329,"Antihemophilic Factor (Recombinant), PEGylated",0
DB09330,Osimertinib,0
DB09331,Daratumumab,0
DB09332,Kappadione,0
DB09333,Iopodic acid,0
DB09334,Seractide acetate,0
DB09335,Alatrofloxacin,0
DB09336,Technetium Tc-99m nofetumomab merpentan,0
DB09337,Medical air,0
DB09340,Tyropanoic acid,0
DB09341,"Dextrose, unspecified form",0
DB09342,Propoxycaine,0
DB09343,Tipiracil,0
DB09345,Pramocaine,0
DB09346,Metrizoic acid,0
DB09348,Propiolactone,0
DB09349,Gastric intrinsic factor,0
DB09350,Piperonyl butoxide,0
DB09351,Levobetaxolol,0
DB09352,Hydroxyamphetamine,0
DB09353,Octasulfur,0
DB09355,Sulfabenzamide,0
DB09357,Dexpanthenol,0
DB09364,Procaine merethoxylline,0
DB09366,Propyliodone,0
DB09369,Polyestradiol phosphate,0
DB09370,Sodium phosphate P 32,0
DB09371,Norethynodrel,0
DB09372,Tannic acid,0
DB09373,Trolamine polypeptide oleate condensate,0
DB09374,Indocyanine green acid form,0
DB09375,Chymotrypsin,0
DB09376,Lapyrium,0
DB09377,Undecoylium chloride iodine complex,0
DB09378,Fluprednisolone,0
DB09379,Sutilain,0
DB09380,Sodium chromate Cr-51,0
DB09381,Esterified estrogens,0
DB09382,Iodohippurate sodium I-131,0
DB09383,Meprednisone,0
DB09385,Cyanocobalamin Co-57,0
DB09389,Norgestrel,0
DB09394,Phosphoric acid,0
DB09395,Sodium acetate,0
DB09397,Technetium Tc-99m sulfur colloid,0
DB09398,Fluoride ion F-18,0
DB09400,Selenomethionine Se-75,0
DB09401,Isosorbide,0
DB09403,Iocetamic acid,0
DB09407,Magnesium chloride,0
DB09409,Magnesium acetate tetrahydrate,0
DB09413,Monopotassium phosphate,0
DB09414,Dipotassium phosphate,0
DB09415,Meglumine,0
DB09418,Potassium perchlorate,0
DB09419,Xylose,0
DB09420,Iodide I-123,0
DB09421,Protirelin,0
DB09422,Soybean oil,0
DB09423,Technetium Tc-99m polyphosphate,0
DB09425,Indium In-111 pentetate,0
DB09429,Albumin iodinated I-125 serum,0
DB09430,Albumin iodinated I-131 serum,0
DB09443,Krypton Kr 81m,0
DB09446,Safflower oil,0
DB09447,Technetium Tc-99m albumin colloid,0
DB09448,Iodohippurate sodium I-123,0
DB09449,"Sodium phosphate, monobasic",0
DB09456,Insulin beef,0
DB09460,Sodium carbonate,0
DB09461,Xenon Xe-127,0
DB09462,Glycerin,0
DB09472,Sodium sulfate,0
DB09473,Indium In-111 oxyquinoline,0
DB09477,Enalaprilat,0
DB09479,Rubidium Rb-82,0
DB09480,Iofetamine I-123,0
DB09481,Magnesium carbonate,0
DB09483,Potassium lactate,0
DB09484,Sodium fluorophosphate,0
DB09487,Iotrolan,0
DB09488,Acrivastine,0
DB09490,Indium In-111 chloride,0
DB09493,Technetium Tc-99m red blood cells,0
DB09494,Cetyl alcohol,0
DB09495,Avobenzone,0
DB09496,Octinoxate,0
DB09498,Strontium chloride Sr-89,0
DB09499,Thiosulfuric acid,0
DB09501,Ferric ammonium citrate,0
DB09502,Fludeoxyglucose (18F),0
DB09507,Ferumoxsil,0
DB09508,Ferumoxides,0
DB09510,Urea C-13,0
DB09511,Talc,0
DB09512,Simethicone,0
DB09513,Urea C-14,0
DB09516,Mequinol,0
DB09517,Sodium ferric gluconate complex,0
DB09526,Hydroquinone,0
DB09527,Secretin porcine,0
DB09531,Perflexane,0
DB09532,Secretin human,0
DB09534,Ecamsule,0
DB09535,Octocrylene,0
DB09536,Titanium dioxide,0
DB09537,Iodine povacrylex,0
DB09539,Omega-3-acid ethyl esters,0
DB09543,Methyl salicylate,0
DB09546,Iobenguane sulfate I-123,0
DB09551,Desoxyribonuclease,0
DB09552,Thonzonium,0
DB09555,Dexchlorpheniramine maleate,0
DB09559,Necitumumab,0
DB09561,Sodium glycerophosphate,0
DB09563,Choline C-11,0
DB09564,Insulin degludec,0
DB09567,Olive oil,0
DB09568,Omega-3-carboxylic acids,0
DB09570,Ixazomib,0
DB09571,Levmetamfetamine,0
DB09876,Clostridium tetani,0
DB09877,Corynebacterium diphtheriae,0
DB10061,"Meningococcal (groups A, C, Y and W-135) oligosaccharide diphtheria CRM197 conjugate vaccine",0
DB10062,"Rabies virus inactivated antigen, B",0
DB10076,Haemophilus influenzae type B strain 1482 capsular polysaccharide tetanus toxoid conjugate antigen,0
DB10276,Rotavirus vaccine,0
DB10283,"Rabies virus inactivated antigen, A",0
DB10284,Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen,0
DB10285,Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen,0
DB10286,Streptococcus pneumoniae type 4 capsular polysaccharide diphtheria crm197 protein conjugate antigen,0
DB10287,Streptococcus pneumoniae type 6b capsular polysaccharide diphtheria crm197 protein conjugate antigen,0
DB10288,Streptococcus pneumoniae type 9v capsular polysaccharide diphtheria crm197 protein conjugate antigen,0
DB10289,Streptococcus pneumoniae type 14 capsular polysaccharide diphtheria crm197 protein conjugate antigen,0
DB10290,Streptococcus pneumoniae type 18c capsular polysaccharide diphtheria crm197 protein conjugate antigen,0
DB10291,Streptococcus pneumoniae type 19f capsular polysaccharide diphtheria crm197 protein conjugate antigen,0
DB10292,Streptococcus pneumoniae type 23f capsular polysaccharide diphtheria crm197 protein conjugate antigen,0
DB10293,Streptococcus pneumoniae type 1 capsular polysaccharide diphtheria crm197 protein conjugate antigen,0
DB10294,Streptococcus pneumoniae type 3 capsular polysaccharide diphtheria crm197 protein conjugate antigen,0
DB10295,Streptococcus pneumoniae type 5 capsular polysaccharide diphtheria crm197 protein conjugate antigen,0
DB10296,Streptococcus pneumoniae type 6A capsular polysaccharide diphtheria CRM197 protein conjugate antigen,0
DB10297,Streptococcus pneumoniae type 7f capsular polysaccharide diphtheria crm197 protein conjugate antigen,0
DB10298,Streptococcus pneumoniae type 19a capsular polysaccharide diphtheria crm197 protein conjugate antigen,0
DB10299,Human papillomavirus type 6 L1 capsid protein antigen,0
DB10300,Human papillomavirus type 11 L1 capsid protein antigen,0
DB10301,Human papillomavirus type 16 L1 capsid protein antigen,0
DB10302,Human papillomavirus type 18 L1 capsid protein antigen,0
DB10310,Human papillomavirus type 31 L1 capsid protein antigen,0
DB10311,Human papillomavirus type 33 L1 capsid protein antigen,0
DB10312,Human papillomavirus type 45 L1 capsid protein antigen,0
DB10313,Human papillomavirus type 52 L1 capsid protein antigen,0
DB10314,Human papillomavirus type 58 L1 capsid protein antigen,0
DB10315,Measles virus vaccine live attenuated,0
DB10316,Mumps virus strain B level jeryl lynn live antigen,0
DB10317,Rubella virus vaccine,0
DB10318,Varicella Zoster Vaccine (Live/attenuated),0
DB10319,Streptococcus pneumoniae type 1 capsular polysaccharide antigen,0
DB10320,Streptococcus pneumoniae type 2 capsular polysaccharide antigen,0
DB10321,Streptococcus pneumoniae type 3 capsular polysaccharide antigen,0
DB10322,Streptococcus pneumoniae type 4 capsular polysaccharide antigen,0
DB10323,Streptococcus pneumoniae type 5 capsular polysaccharide antigen,0
DB10324,Streptococcus pneumoniae type 6b capsular polysaccharide antigen,0
DB10325,Streptococcus pneumoniae type 7f capsular polysaccharide antigen,0
DB10326,Streptococcus pneumoniae type 8 capsular polysaccharide antigen,0
DB10327,Streptococcus pneumoniae type 9n capsular polysaccharide antigen,0
DB10328,Streptococcus pneumoniae type 9v capsular polysaccharide antigen,0
DB10329,Streptococcus pneumoniae type 10a capsular polysaccharide antigen,0
DB10330,Streptococcus pneumoniae type 11a capsular polysaccharide antigen,0
DB10331,Streptococcus pneumoniae type 12f capsular polysaccharide antigen,0
DB10332,Streptococcus pneumoniae type 14 capsular polysaccharide antigen,0
DB10333,Streptococcus pneumoniae type 15b capsular polysaccharide antigen,0
DB10334,Streptococcus pneumoniae type 17f capsular polysaccharide antigen,0
DB10335,Streptococcus pneumoniae type 18c capsular polysaccharide antigen,0
DB10336,Streptococcus pneumoniae type 19f capsular polysaccharide antigen,0
DB10337,Streptococcus pneumoniae type 19a capsular polysaccharide antigen,0
DB10338,Streptococcus pneumoniae type 20 capsular polysaccharide antigen,0
DB10339,Streptococcus pneumoniae type 22f capsular polysaccharide antigen,0
DB10340,Streptococcus pneumoniae type 23f capsular polysaccharide antigen,0
DB10341,Streptococcus pneumoniae type 33f capsular polysaccharide antigen,0
DB10342,Haemophilus influenzae type B capsular polysaccharide meningococcal outer membrane protein conjugate antigen,0
DB10343,Bacillus calmette-guerin substrain tice live antigen,0
DB10344,Ginger,0
DB10345,House dust,0
DB10346,Acacia longifolia pollen,0
DB10348,Fraxinus americana pollen,0
DB10349,Paspalum notatum pollen,0
DB10350,Fagus grandifolia pollen,0
DB10351,Cynodon dactylon pollen,0
DB10352,Betula lenta pollen,0
DB10353,Poa annua pollen,0
DB10354,Acer negundo pollen,0
DB10355,Bromus inermis pollen,0
DB10356,Xanthium strumarium pollen,0
DB10357,Zea mays pollen,0
DB10359,Rumex acetosella pollen,0
DB10360,Rumex crispus pollen,0
DB10361,Ulmus americana pollen,0
DB10362,Ulmus pumila pollen,0
DB10363,Corylus americana pollen,0
DB10364,Carya ovata pollen,0
DB10365,Sorghum halepense pollen,0
DB10366,Poa pratensis pollen,0
DB10368,Chenopodium album pollen,0
DB10369,Acer saccharum pollen,0
DB10370,Festuca pratensis pollen,0
DB10371,Prosopis juliflora pollen,0
DB10372,Artemisia vulgaris pollen,0
DB10373,Morus rubra pollen,0
DB10374,Quercus agrifolia pollen,0
DB10375,Quercus virginiana pollen,0
DB10376,Quercus alba pollen,0
DB10377,Avena sativa pollen,0
DB10378,Olea europaea pollen,0
DB10379,Dactylis glomerata pollen,0
DB10380,Carya illinoinensis pollen,0
DB10381,Amaranthus retroflexus pollen,0
DB10382,Plantago lanceolata pollen,0
DB10383,Populus alba pollen,0
DB10384,Ambrosia acanthicarpa pollen,0
DB10385,Ambrosia artemisiifolia pollen,0
DB10386,Ambrosia trifida pollen,0
DB10387,Ambrosia psilostachya pollen,0
DB10388,Salsola kali pollen,0
DB10389,Lolium perenne pollen,0
DB10390,Artemisia tridentata pollen,0
DB10391,Atriplex wrightii pollen,0
DB10392,Platanus occidentalis pollen,0
DB10393,Platanus racemosa pollen,0
DB10394,Phleum pratense pollen,0
DB10395,Holcus lanatus pollen,0
DB10396,Juglans nigra pollen,0
DB10397,Juglans californica pollen,0
DB10398,Salix nigra pollen,0
DB10399,Felis catus skin,0
DB10400,Dermatophagoides farinae,0
DB10401,Dermatophagoides pteronyssinus,0
DB10403,Agrostis gigantea pollen,0
DB10404,Anthoxanthum odoratum pollen,0
DB10406,Bos taurus skin,0
DB10408,Cotton seed,0
DB10409,Canis lupus familiaris skin,0
DB10410,Equus caballus skin,0
DB10411,Ceiba pentandra fiber,0
DB10412,Mus musculus skin,0
DB10413,Orris,0
DB10415,Rabbit,0
DB10416,Cavia porcellus skin,0
DB10417,Periplaneta americana,0
DB10418,Blatella germanica,0
DB10419,Solenopsis invicta,0
DB10420,Gallus gallus feather,0
DB10421,Anas platyrhynchos feather,0
DB10422,Anser anser feather,0
DB10423,Acremonium strictum,0
DB10424,Alternaria alternata,0
DB10425,Aspergillus fumigatus,0
DB10426,Aspergillus niger var. niger,0
DB10427,Aureobasidium pullulans var. pullutans,0
DB10428,Botrytis cinerea,0
DB10429,Candida albicans,0
DB10430,Chaetomium globosum,0
DB10431,Cladosporium cladosporioides,0
DB10432,Cladosporium sphaerospermum,0
DB10433,Cochliobolus sativus,0
DB10434,Epicoccum nigrum,0
DB10435,Fusarium oxysporum vasinfectum,0
DB10436,Helminthosporium solani,0
DB10437,Mucor plumbeus,0
DB10438,Neurospora intermedia,0
DB10439,Penicillium chrysogenum var. chrysogenum,0
DB10440,Phoma exigua var. exigua,0
DB10441,Rhizopus arrhizus var. arrhizus,0
DB10442,Rhodotorula rubra,0
DB10443,Ustilago maydis,0
DB10444,Ustilago tritici,0
DB10445,Stemphylium solani,0
DB10446,Trichophyton mentagrophytes,0
DB10447,Saccharomyces cerevisiae,0
DB10448,Aspergillus oryzae,0
DB10449,Aspergillus repens,0
DB10450,Aspergillus terreus,0
DB10451,Acacia,0
DB10452,Ailanthus altissima pollen,0
DB10453,Alnus incana subsp. rugosa pollen,0
DB10454,Medicago sativa pollen,0
DB10455,Fraxinus velutina pollen,0
DB10456,Populus tremuloides pollen,0
DB10457,Morella cerifera pollen,0
DB10458,Betula nigra pollen,0
DB10459,Amaranthus palmeri pollen,0
DB10460,Juniperus ashei pollen,0
DB10461,Juniperus virginiana pollen,0
DB10462,Xanthium strumarium var. canadense pollen,0
DB10463,Populus deltoides pollen,0
DB10464,Populus fremontii pollen,0
DB10465,Populus deltoides subsp. monilifera pollen,0
DB10466,Cupressus arizonica pollen,0
DB10467,Taxodium distichum pollen,0
DB10468,Eupatorium capillifolium pollen,0
DB10469,Ulmus crassifolia pollen,0
DB10470,Eucalyptus globulus pollen,0
DB10471,Solidago canadensis pollen,0
DB10472,Celtis occidentalis pollen,0
DB10473,Juniperus californica pollen,0
DB10474,Robinia pseudoacacia pollen,0
DB10475,Acer rubrum pollen,0
DB10478,Melaleuca quinquenervia pollen,0
DB10479,Chenopodium ambrosioides pollen,0
DB10480,Morus alba pollen,0
DB10481,Quercus rubra pollen,0
DB10482,Syagrus romanzoffiana pollen,0
DB10483,Schinus molle pollen,0
DB10484,Amaranthus spinosus pollen,0
DB10485,Casuarina equisetifolia pollen,0
DB10486,Pinus strobus pollen,0
DB10487,Pinus echinata pollen,0
DB10488,Ligustrum vulgare pollen,0
DB10489,Elymus repens pollen,0
DB10490,Ambrosia tenuifolia pollen,0
DB10491,Ambrosia bidentata pollen,0
DB10493,Artemisia frigida pollen,0
DB10494,Distichlis spicata pollen,0
DB10495,Liquidambar styraciflua pollen,0
DB10496,Juglans regia pollen,0
DB10497,Amaranthus tuberculatus pollen,0
DB10498,Triticum aestivum pollen,0
DB10499,Felis catus hair,0
DB10500,Almond,0
DB10501,Apple,0
DB10502,Apricot,0
DB10503,Asparagus,0
DB10504,Avocado,0
DB10505,Banana,0
DB10506,Barley,0
DB10508,String bean,0
DB10509,Beef,0
DB10510,Brazil nut,0
DB10511,Broccoli,0
DB10512,Buckwheat,0
DB10513,Cabbage,0
DB10514,Cantaloupe,0
DB10515,Carrot,0
DB10516,Casein,0
DB10517,Celery,0
DB10518,Cherry,0
DB10519,Chicken,0
DB10520,Cinnamon,0
DB10523,Coconut,0
DB10525,Coffee bean,0
DB10526,Red king crab,0
DB10527,Cucumber,0
DB10528,Egg white,0
DB10529,Egg,0
DB10530,Egg yolk,0
DB10531,Flounder,0
DB10532,Garlic,0
DB10533,Grape,0
DB10534,Grapefruit,0
DB10535,Karaya gum,0
DB10536,Honeydew melon,0
DB10537,Lamb,0
DB10538,Lemon,0
DB10539,Lettuce,0
DB10540,Lima bean,0
DB10541,Lobster,0
DB10542,Goat milk,0
DB10543,Cow milk,0
DB10544,Cultivated mushroom,0
DB10545,Mustard seed,0
DB10546,Oat,0
DB10547,Black olive,0
DB10548,Onion,0
DB10549,Orange,0
DB10550,Oyster,0
DB10551,Pea,0
DB10552,Peach,0
DB10553,Peanut,0
DB10554,Pear,0
DB10555,Pecan,0
DB10556,Green bell pepper,0
DB10557,Black pepper,0
DB10558,Pineapple,0
DB10559,Pistachio,0
DB10560,Plum,0
DB10561,Pork,0
DB10562,Potato,0
DB10563,Rice,0
DB10564,Rye,0
DB10566,Sesame seed,0
DB10567,Shrimp,0
DB10568,Soybean,0
DB10569,Spinach,0
DB10570,Squash,0
DB10571,Strawberry,0
DB10572,Corn,0
DB10573,Tomato,0
DB10574,Tuna,0
DB10575,Turkey,0
DB10576,Vanilla,0
DB10577,English walnut,0
DB10578,Watermelon,0
DB10579,Wheat,0
DB10580,Tea leaf,0
DB10581,Khuskia oryzae,0
DB10582,Artemisia annua pollen,0
DB10583,Clostridium tetani toxoid antigen (formaldehyde inactivated),0
DB10584,Corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated),0
DB10596,"Influenza A virus A/California/7/2009 X-179A (H1N1) antigen (UV, formaldehyde inactivated)",0
DB10597,"Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) antigen (UV, formaldehyde inactivated)",0
DB10598,"Influenza B virus B/Brisbane/60/2008 antigen (UV, formaldehyde inactivated)",0
DB10599,"Influenza B virus B/Phuket/3073/2013 antigen (UV, formaldehyde inactivated)",0
DB10600,Influenza A virus A/California/7/2009 X-181 (H1N1) antigen (propiolactone inactivated),0
DB10601,Influenza A virus A/South Australia/55/2014 IVR-175 (H3N2) antigen (propiolactone inactivated),0
DB10602,Influenza B virus B/Phuket/3073/2013 antigen (propiolactone inactivated),0
DB10603,Meriones unguiculatus skin,0
DB10604,Capra hircus skin,0
DB10605,Mesocricetus auratus skin,0
DB10606,Sus scrofa skin,0
DB10607,Oryctolagus cuniculus skin,0
DB10608,Rattus norvegicus skin,0
DB10609,Bombyx mori fiber,0
DB10610,Duck,0
DB10611,Allergenic extract- beef liver,0
DB10612,Veal,0
DB10613,Bluefish,0
DB10614,Common carp,0
DB10615,Haddock,0
DB10616,Pacific halibut,0
DB10617,Herring,0
DB10618,Mackerel,0
DB10619,Northern pike,0
DB10620,Red snapper,0
DB10621,Atlantic salmon,0
DB10622,European pilchard,0
DB10623,Scallop,0
DB10624,Smelt,0
DB10625,Swordfish,0
DB10626,Trout,0
DB10627,White fish,0
DB10628,Blackberry,0
DB10629,Blueberry,0
DB10630,Sour cherry,0
DB10631,Cranberry,0
DB10632,Date,0
DB10633,Fig,0
DB10634,Wine grape,0
DB10635,Lime (citrus),0
DB10636,Raspberry,0
DB10637,Tangerine,0
DB10638,Artichoke,0
DB10639,Kidney bean,0
DB10640,Beet,0
DB10641,Kiwi fruit,0
DB10642,Brussels sprout,0
DB10643,Cauliflower,0
DB10644,Eggplant,0
DB10645,Lentil,0
DB10646,Green olive,0
DB10647,Parsley,0
DB10648,Sweet potato,0
DB10650,Raphanus sativus,0
DB10651,Rhubarb,0
DB10652,Turnip,0
DB10653,Cashew,0
DB10654,Hazelnut,0
DB10655,Macadamia nut,0
DB10656,Nectarine,0
DB10657,Mango,0
DB10658,Papaya,0
DB10659,Leek,0
DB10660,Okra,0
DB10661,Parsnip,0
DB10662,Chickpea,0
DB10663,Black-eyed pea,0
DB10664,Watercress,0
DB10666,Arabica coffee bean,0
DB10667,Tragacanth,0
DB10669,Allspice,0
DB10670,Laurus nobilis,0
DB10671,Caraway seed,0
DB10672,Clove,0
DB10673,Dill,0
DB10674,Horseradish,0
DB10675,Licorice,0
DB10676,Nutmeg,0
DB10677,Oregano,0
DB10678,Paprika,0
DB10679,White pepper,0
DB10681,Poppy seed,0
DB10683,Spearmint,0
DB10685,Wheat bran,0
DB10686,American chestnut,0
DB10687,Hops,0
DB10688,Musca domestica,0
DB10690,Ctenocephalides canis,0
DB10691,Aedes taeniorhynchus,0
DB10693,Ctenocephalides felis,0
DB10694,Aspergillus flavus,0
DB10695,Eurotium herbariorum,0
DB10696,Trichothecium roseum,0
DB10697,Curvularia inaequalis,0
DB10698,Fusarium compactum,0
DB10699,Geotrichum candidum,0
DB10700,Phoma glomerata,0
DB10701,Rhodotorula mucilaginosa,0
DB10702,Stemphylium sarciniforme,0
DB10703,Trichoderma harzianum,0
DB10704,Ustilago avenae,0
DB10705,Tilletia caries,0
DB10706,Puccinia graminis,0
DB10707,Cotton,0
DB10708,Flax seed,0
DB10710,Tobacco leaf,0
DB10711,Corcorus capsularis fiber,0
DB10712,Agave sisalana fiber,0
DB10713,Poa compressa pollen,0
DB10714,Phalaris arundinacea pollen,0
DB10715,Bouteloua gracilis pollen,0
DB10716,Urochloa mutica pollen,0
DB10717,Secale cereale pollen,0
DB10718,Leymus condensatus pollen,0
DB10719,Pascopyrum smithii pollen,0
DB10720,Acacia baileyana pollen,0
DB10721,Alnus rubra pollen,0
DB10722,Alnus rhombifolia pollen,0
DB10723,Fraxinus latifolia pollen,0
DB10724,Betula populifolia pollen,0
DB10725,Tamarix gallica pollen,0
DB10727,Juniperus monosperma pollen,0
DB10728,Juniperus pinchotii pollen,0
DB10729,Juniperus scopulorum pollen,0
DB10730,Juniperus osteosperma pollen,0
DB10731,Juniperus occidentalis pollen,0
DB10732,Tilia americana pollen,0
DB10733,Mangifera indica pollen,0
DB10734,Acer macrophyllum pollen,0
DB10735,Acer saccharinum pollen,0
DB10736,Broussonetia papyrifera pollen,0
DB10737,Quercus velutina pollen,0
DB10738,Quercus macrocarpa pollen,0
DB10739,Quercus kelloggii pollen,0
DB10740,Quercus gambelii pollen,0
DB10741,Quercus lobata pollen,0
DB10742,Quercus nigra pollen,0
DB10743,Citrus sinensis pollen,0
DB10744,Pinus taeda pollen,0
DB10745,Pinus palustris pollen,0
DB10746,Pinus ponderosa pollen,0
DB10747,Pinus elliottii pollen,0
DB10748,Pinus virginiana pollen,0
DB10749,Pinus monticola pollen,0
DB10750,Populus nigra pollen,0
DB10751,Elaeagnus angustifolia pollen,0
DB10752,Salix lasiolepis pollen,0
DB10753,Salix discolor pollen,0
DB10754,Populus balsamifera subsp. trichocarpa pollen,0
DB10755,Taraxacum officinale pollen,0
DB10756,Atriplex polycarpa pollen,0
DB10757,Baccharis halimifolia pollen,0
DB10758,Hymenoclea salsola pollen,0
DB10759,Allenrolfea occidentalis pollen,0
DB10760,Atriplex lentiformis pollen,0
DB10761,Artemisia douglasiana pollen,0
DB10762,Artemisia ludoviciana pollen,0
DB10763,Urtica dioica pollen,0
DB10764,Iva axillaris pollen,0
DB10765,Ambrosia deltoidea pollen,0
DB10766,Sarcobatus vermiculatus pollen,0
DB10767,Atriplex canescens pollen,0
DB10768,Artemisia absinthium pollen,0
DB10769,Japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated),0
DB10770,Foreskin fibroblast (neonatal),0
DB10771,Bovine type I collagen,0
DB10772,Foreskin keratinocyte (neonatal),0
DB10773,Influenza A virus A/California/7/2009 (H1N1) recombinant hemagglutinin antigen,0
DB10774,Influenza A virus A/Victoria/361/2011 (H3N2) recombinant hemagglutinin antigen,0
DB10775,Influenza B virus B/Wisconsin/1/2010 recombinant hemagglutinin antigen,0
DB10776,Influenza A virus A/Texas/50/2012 (H3N2) recombinant hemagglutinin antigen,0
DB10777,Influenza B virus B/Massachusetts/2/2012 recombinant hemagglutinin antigen,0
DB10778,Influenza A virus A/Switzerland/9715293/2013 (H3N2) recombinant hemagglutinin antigen,0
DB10779,Influenza B virus B/Phuket/3073/2013 recombinant hemagglutinin antigen,0
DB10780,Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 antigen (propiolactone inactivated),0
DB10781,Influenza A virus A/Christchurch/16/2010 NIB-74 (H1N1) antigen (propiolactone inactivated),0
DB10782,Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (propiolactone inactivated),0
DB10783,Neisseria meningitidis serogroup b nhba fusion protein antigen,0
DB10784,Neisseria meningitidis serogroup b fhbp fusion protein antigen,0
